trial_num,direction,cue,response,rt,threshold,imagery_score,nystagmus,vel_post,vel_pre,source,id,direction_num,cue_num,imagery,participant,correct,logrt
13,R,R,0,13.785,1.5,2,7.42,-2.53,-3.36,G068N13,10,-1,-1,congruent,68,1,2.62358104447576
14,R,L,1,0.203,0.3,2,3.836,-1.59,-0.4,G068N13,10,-1,1,incongruent,68,0,-1.5945492999403497
15,L,L,1,0.453,-0.3,2,5.012,1.38,NA,G068N13,10,1,1,congruent,68,1,-0.791863153499103
16,L,R,0,5.686,-0.6,1,3.808,2.41,0.496,G068N13,10,1,-1,incongruent,68,0,1.7380070132288081
17,L,R,0,3.841,-0.6,2,4.396,1.42,NA,G068N13,10,1,-1,incongruent,68,0,1.3457327493637679
18,R,N,0,6.067,0.9,NA,6.356,-2.54,-0.902,G068N13,10,-1,0,neutral,68,1,1.8028642489601607
19,L,R,1,2.156,-0.3,1,2.66,2.73,NA,G068N13,10,1,-1,incongruent,68,1,0.7682546530467508
20,L,N,1,4.873,-0.6,NA,NA,2.7,0.29,G068N13,10,1,0,neutral,68,1,1.583709763861369
21,R,R,0,5.747,0.6,1,NA,-3.32,-0.834,G068N13,10,-1,-1,congruent,68,1,1.7486779795256044
22,R,N,0,5.638,0.6,NA,6.888,-2.17,-1.62,G068N13,10,-1,0,neutral,68,1,1.7295293926919209
23,L,L,1,8.348,-0.9,2,3.5,2.14,0.451,G068N13,10,1,1,congruent,68,1,2.1220219892149546
24,L,R,0,2.89,-0.3,1,4.984,1.71,0.248,G068N13,10,1,-1,incongruent,68,0,1.0612565021243408
25,L,R,1,3.685,-0.6,2,2.38,0.772,-0.056,G068N13,10,1,-1,incongruent,68,1,1.3042705256412999
26,L,R,1,5.076,-0.6,1,2.94,2.35,1.04,G068N13,10,1,-1,incongruent,68,1,1.624523549852141
27,R,N,0,9.279,1.2,NA,9.408,-1.3,-0.708,G068N13,10,-1,0,neutral,68,1,2.227753782371042
28,L,R,1,5.794,-0.6,1,6.748,2.15,0.081,G068N13,10,1,-1,incongruent,68,1,1.7568228993471586
29,L,N,1,6.38,-0.9,NA,3.584,2.45,2.23,G068N13,10,1,0,neutral,68,1,1.8531680973566984
30,L,N,1,4.044,-0.6,NA,5.18,2.48,0.04,G068N13,10,1,0,neutral,68,1,1.397234301158225
31,R,N,0,6.286,0.9,NA,7.476,-2.02,0.187,G068N13,10,-1,0,neutral,68,1,1.8383249383753757
32,L,L,1,28.682,-3,1,NA,NA,NA,G068N13,10,1,1,congruent,68,1,3.3562697483070205
33,L,L,1,10.872,-1.2,2,3.976,3.04,2.16,G068N13,10,1,1,congruent,68,1,2.386190676848843
34,L,R,1,14.77,-1.5,2,6.776,2.58,3.4,G068N13,10,1,-1,incongruent,68,1,2.6925980965432883
35,R,R,0,4.154,0.6,1,NA,-2.72,-0.065,G068N13,10,-1,-1,congruent,68,1,1.4240717254539206
36,R,L,1,2.031,0.3,2,4.62,-1.69,0.839,G068N13,10,-1,1,incongruent,68,0,0.7085282825982477
37,R,R,0,3.67,0.6,2,4.284,-1.73,-0.848,G068N13,10,-1,-1,congruent,68,1,1.3001916620664788
38,R,L,1,18.192,2.1,1,8.148,-2.41,-3.66,G068N13,10,-1,1,incongruent,68,0,2.90098193700818
39,R,L,1,1.781,0.3,2,NA,NA,NA,G068N13,10,-1,1,incongruent,68,0,0.5771750043075246
40,L,L,1,8.099,-0.9,1,3.584,1.66,1.28,G068N13,10,1,1,congruent,68,1,2.091740597266853
41,R,N,1,6.694,0.9,NA,7.028,-3.66,-0.674,G068N13,10,-1,0,neutral,68,0,1.9012116027891348
42,R,R,0,11.793,1.2,2,3.64,-3.61,-2.05,G068N13,10,-1,-1,congruent,68,1,2.467506135107833
43,R,R,0,3.389,0.6,2,NA,NA,NA,G068N13,10,-1,-1,congruent,68,1,1.2205348926249142
44,L,L,1,9.669,-1.2,0,3.864,2.2,1.68,G068N13,10,1,1,congruent,68,1,2.2689248915014106
45,R,R,0,10.091,1.2,2,5.74,-1.54,-2.3,G068N13,10,-1,-1,congruent,68,1,2.311643937482392
46,R,L,0,14.802,1.5,1,8.568,-0.553,-1.23,G068N13,10,-1,1,incongruent,68,1,2.694762306775275
47,R,R,1,9.387,1.2,2,6.44,-0.501,-1.32,G068N13,10,-1,-1,congruent,68,0,2.239325753354855
48,R,L,1,3.513,0.6,1,NA,NA,NA,G068N13,10,-1,1,incongruent,68,0,1.25647037328369
49,L,L,0,3.732,-0.6,1,4.172,1.57,-0.142,G068N13,10,1,1,congruent,68,0,1.3169442829850975
0,R,L,0,8.24,0.9,1,4.296,-3.78,-0.96,G068N13,10,-1,1,incongruent,68,1,2.1090003439213802
1,R,R,1,8.786,0.9,1,NA,-0.801,-1.06,G068N13,10,-1,-1,congruent,68,0,2.1731595455535877
2,R,N,1,3.592,0.6,NA,3.264,-3.27,-0.29,G068N13,10,-1,0,neutral,68,0,1.2787091504399533
3,R,R,1,5.998,0.6,1,NA,NA,NA,G068N13,10,-1,-1,congruent,68,0,1.7914260803268174
4,L,L,1,7.864,-0.9,3,4.128,1.69,0.324,G068N13,10,1,1,congruent,68,1,2.0622953828448654
5,L,R,0,6.614,-0.9,2,7.104,1.58,0.198,G068N13,10,1,-1,incongruent,68,0,1.889188614559601
6,L,R,1,8.551,-0.9,0,5.424,2.5,1.23,G068N13,10,1,-1,incongruent,68,1,2.146048235173818
7,L,R,1,8.38,-0.9,0,6.576,1.6,0.884,G068N13,10,1,-1,incongruent,68,1,2.125847914493992
8,R,L,0,16.325,1.8,1,9.12,0.393,-2.74,G068N13,10,-1,1,incongruent,68,1,2.792697675162495
9,R,R,0,3.545,0.6,2,5.352,-3.26,-0.424,G068N13,10,-1,-1,congruent,68,1,1.2655381599840907
10,R,N,1,6.802,0.9,NA,4.944,-0.369,-2.35,G068N13,10,-1,0,neutral,68,0,1.9172166865850035
11,L,N,1,5.779,-0.6,NA,3.528,2.45,0.394,G068N13,10,1,0,neutral,68,1,1.754230657335641
12,R,R,0,7.146,0.9,2,3.792,-3.11,-2.21,G068N13,10,-1,-1,congruent,68,1,1.966552759601218
13,L,L,1,9.482,-1.2,2,3.264,1.59,2.83,G068N13,10,1,1,congruent,68,1,2.2493952644799267
14,R,N,0,10.919,1.2,NA,NA,NA,NA,G068N13,10,-1,0,neutral,68,1,2.390504391031929
15,R,L,1,4.45,0.6,3,4.152,-1.35,-0.438,G068N13,10,-1,1,incongruent,68,0,1.4929040961781488
16,L,R,1,4.655,-0.6,1,NA,1.63,0.172,G068N13,10,1,-1,incongruent,68,1,1.5379419107290304
17,R,L,1,3.825,0.6,1,7.824,-1.95,-0.529,G068N13,10,-1,1,incongruent,68,0,1.3415584672784993
18,L,R,0,2.123,-0.3,2,2.952,2.65,NA,G068N13,10,1,-1,incongruent,68,0,0.7528301827211191
19,L,R,1,3.827,-0.6,3,NA,3.08,0.428,G068N13,10,1,-1,incongruent,68,1,1.3420812064435652
20,L,L,1,3.309,-0.6,1,3.528,3.21,0.004,G068N13,10,1,1,congruent,68,1,1.1966460289394751
21,R,R,0,15.793,1.8,1,6.336,-2.92,-3.77,G068N13,10,-1,-1,congruent,68,1,2.7595668038879175
22,R,N,1,11.184,1.2,NA,NA,NA,NA,G068N13,10,-1,0,neutral,68,0,2.4144841854914545
23,L,L,1,0.891,-0.3,2,3.144,0.944,NA,G068N13,10,1,1,congruent,68,1,-0.11541085151132773
24,R,L,1,8.348,0.9,2,NA,NA,NA,G068N13,10,-1,1,incongruent,68,0,2.1220219892149546
25,L,N,1,4.608,-0.6,NA,2.856,1.42,0.891,G068N13,10,1,0,neutral,68,1,1.52779392339359
26,L,N,1,7.677,-0.9,NA,4.008,1.32,1.17,G068N13,10,1,0,neutral,68,1,2.0382288458457616
27,L,L,1,6.755,-0.9,2,3.792,1.34,-0.026,G068N13,10,1,1,congruent,68,1,1.910282971412162
28,R,R,0,8.161,0.9,2,7.92,-1.44,-0.647,G068N13,10,-1,-1,congruent,68,1,2.099366710487106
29,L,R,0,0.391,-0.3,2,NA,NA,NA,G068N13,10,1,-1,incongruent,68,0,-0.9390477189967712
30,L,N,1,14.177,-1.5,NA,4.128,3.82,2.29,G068N13,10,1,0,neutral,68,1,2.6516209331354945
31,L,L,1,7.818,-0.9,2,2.088,2.94,1.24,G068N13,10,1,1,congruent,68,1,2.056428767370763
32,L,R,1,18.723,-2.1,3,5.376,1.78,3.39,G068N13,10,1,-1,incongruent,68,1,2.9297527146200157
33,R,N,0,7.067,0.9,NA,7.368,-2.57,-0.163,G068N13,10,-1,0,neutral,68,1,1.9554360617087172
34,L,L,1,9.638,-1.2,2,5.184,3.29,1.77,G068N13,10,1,1,congruent,68,1,2.265713618218141
35,R,L,0,11.841,1.2,1,5.64,-2.22,-2.56,G068N13,10,-1,1,incongruent,68,1,2.4715680853488196
36,R,R,0,9.574,1.2,0,2.88,-0.97,-0.745,G068N13,10,-1,-1,congruent,68,1,2.2590510909703174
37,R,R,0,12.458,1.5,0,6.336,-1.98,-2.45,G068N13,10,-1,-1,congruent,68,1,2.5223629868319537
38,L,L,1,10.872,-1.2,2,6.432,2.11,1.43,G068N13,10,1,1,congruent,68,1,2.386190676848843
39,L,L,1,7.771,-0.9,0,5.904,2.65,1.09,G068N13,10,1,1,congruent,68,1,2.050398856227105
40,R,R,0,6.333,0.9,0,8.712,-2.28,-0.424,G068N13,10,-1,-1,congruent,68,1,1.8457740575342934
41,L,R,1,9.107,-1.2,0,3.648,2.7,1.88,G068N13,10,1,-1,incongruent,68,1,2.2090433485856815
42,L,R,1,11.215,-1.2,1,4.704,1.14,0.959,G068N13,10,1,-1,incongruent,68,1,2.4172521679721717
43,R,L,1,3.982,0.6,2,3.792,-0.722,-0.491,G068N13,10,-1,1,incongruent,68,0,1.3817842056420047
44,R,R,0,9.903,1.2,1,5.64,NA,-1.76,G068N13,10,-1,-1,congruent,68,1,2.2928377415391656
45,R,L,1,4.686,0.6,1,NA,-1.74,-1.18,G068N13,10,-1,1,incongruent,68,0,1.5445793400856038
46,R,L,0,12.285,1.5,2,7.464,-1.29,-1.39,G068N13,10,-1,1,incongruent,68,1,2.5083790059731426
47,L,N,1,9.326,-1.2,NA,5.184,2.79,3.12,G068N13,10,1,0,neutral,68,1,2.2328061983861294
48,R,L,0,8.302,0.9,2,7.8,-2.13,-0.1,G068N13,10,-1,1,incongruent,68,1,2.116496449630847
49,L,L,1,8.411,-0.9,1,2.376,1.74,0.888,G068N13,10,1,1,congruent,68,1,2.1295403729803004
0,L,L,1,11.138,-1.2,1,8.496,0.349,0.788,G070N13,11,1,1,congruent,70,1,2.4103626851674766
1,L,R,0,6.88,-0.9,2,5.88,0.943,0.888,G070N13,11,1,-1,incongruent,70,0,1.9286186519452522
2,L,R,0,24.8,-2.7,2,8.568,0.02,6.93,G070N13,11,1,-1,incongruent,70,0,3.2108436531709366
3,L,N,1,17.981,-1.8,NA,5.16,2.74,3.58,G070N13,11,1,0,neutral,70,1,2.8893156448495008
4,R,R,0,19.332,2.1,2,8.304,-1.15,-5.77,G070N13,11,-1,-1,congruent,70,1,2.9617617539828376
5,L,L,1,15.637,-1.8,2,6.888,1.88,2.5,G070N13,11,1,1,congruent,70,1,2.749639900861373
6,L,L,1,23.574,-2.4,2,5.904,1.36,10.9,G070N13,11,1,1,congruent,70,1,3.160144409804378
7,L,L,1,22.511,-2.4,3,5.736,2.94,8.84,G070N13,11,1,1,congruent,70,1,3.114004078632026
8,R,R,0,27.402,3,3,3.936,-2.52,-9.81,G070N13,11,-1,-1,congruent,70,1,3.310616003430917
9,R,R,0,28.651,3,2,NA,NA,NA,G070N13,11,-1,-1,congruent,70,1,3.3551883465655794
10,L,R,1,24.081,-2.7,2,NA,NA,6.42,G070N13,11,1,-1,incongruent,70,1,3.1814231478175494
11,L,N,1,22.292,-2.4,NA,6.936,1.09,9.67,G070N13,11,1,0,neutral,70,1,3.10422786970729
12,R,L,0,30.253,3.3,1,6.408,-1.92,-10.5,G070N13,11,-1,1,incongruent,70,1,3.4095953531131977
13,R,L,0,32.768,3.3,2,6.024,-3.73,-15.4,G070N13,11,-1,1,incongruent,70,1,3.489452429417043
14,L,N,1,24.284,-2.7,NA,7.992,-0.048,5.94,G070N13,11,1,0,neutral,70,1,3.1898176972681878
15,R,L,0,43.251,4.5,3,5.736,-0.327,-18.5,G070N13,11,-1,1,incongruent,70,1,3.7670203544978764
16,L,L,1,23.589,-2.4,2,6.336,2.16,8.07,G070N13,11,1,1,congruent,70,1,3.160780501677489
17,R,N,0,10.419,1.2,NA,6.552,-2.09,-1.18,G070N13,11,-1,0,neutral,70,1,2.3436310624300467
18,R,R,0,23.823,2.4,2,5.352,-3.17,-10.7,G070N13,11,-1,-1,congruent,70,1,3.1706515005811835
19,R,L,1,31.644,3.3,2,NA,NA,NA,G070N13,11,-1,1,incongruent,70,0,3.45454855715915
20,R,N,0,21.651,2.4,NA,6.024,-1.13,-7.54,G070N13,11,-1,0,neutral,70,1,3.075051642758246
21,L,N,1,25.112,-2.7,NA,8.232,2.87,3.43,G070N13,11,1,0,neutral,70,1,3.2233458195396523
22,R,R,0,32.409,3.3,3,NA,NA,NA,G070N13,11,-1,-1,congruent,70,1,3.4784361620029576
23,L,R,1,31.08,-3.3,3,NA,NA,NA,G070N13,11,1,-1,incongruent,70,1,3.436564525499447
24,R,N,1,27.933,3,NA,4.224,-3.26,-3.91,G070N13,11,-1,0,neutral,70,0,3.329808785574502
25,R,L,1,3.061,0.6,2,NA,NA,NA,G070N13,11,-1,1,incongruent,70,0,1.1187416599632753
26,L,N,1,17.325,-1.8,NA,6.58,2.37,1.21,G070N13,11,1,0,neutral,70,1,2.852150545075967
27,R,L,1,0.142,0.3,2,NA,NA,NA,G070N13,11,-1,1,incongruent,70,0,-1.9519282213808764
28,R,R,1,1.758,0.3,2,NA,NA,NA,G070N13,11,-1,-1,congruent,70,0,0.5641767992629853
29,L,R,0,32.502,-3.3,1,6.48,-2.06,12.7,G070N13,11,1,-1,incongruent,70,0,3.481301625903817
30,L,R,1,19.816,-2.1,2,6.04,1.04,8.64,G070N13,11,1,-1,incongruent,70,1,2.9864896921870585
31,R,N,0,15.574,1.8,NA,6.96,-2.77,NA,G070N13,11,-1,0,neutral,70,1,2.745602857154794
32,L,R,1,18.85,-2.1,3,10.28,-1.1,NA,G070N13,11,1,-1,incongruent,70,1,2.93651291389402
33,L,L,1,29.433,-3,3,NA,NA,NA,G070N13,11,1,1,congruent,70,1,3.3821164938493635
34,L,R,1,26.941,-2.7,3,NA,NA,NA,G070N13,11,1,-1,incongruent,70,1,3.2936492898181755
35,R,L,0,31.533,3.3,3,NA,NA,NA,G070N13,11,-1,1,incongruent,70,1,3.451034616509327
36,R,L,1,28.088,3,2,12.54,-0.386,-8.17,G070N13,11,-1,1,incongruent,70,0,3.3353424388661312
37,R,R,0,29.011,3,3,5.68,-4.33,-5.64,G070N13,11,-1,-1,congruent,70,1,3.367675068411319
38,L,L,1,30.088,-3,3,NA,NA,NA,G070N13,11,1,1,congruent,70,1,3.4041264211680353
39,R,L,1,26.988,2.7,3,NA,NA,NA,G070N13,11,-1,1,incongruent,70,0,3.295392322765179
40,L,L,1,27.4,-3,2,NA,NA,NA,G070N13,11,1,1,congruent,70,1,3.3105430133940246
41,L,L,0,29.37,-3,1,6.24,0.317,8.19,G070N13,11,1,1,congruent,70,0,3.379973745210529
42,R,R,0,22.761,2.4,2,NA,NA,NA,G070N13,11,-1,-1,congruent,70,1,3.1250485450240473
43,R,N,0,16.95,1.8,NA,8.66,-1.42,-4.88,G070N13,11,-1,0,neutral,70,1,2.830267833826459
44,L,R,0,25.284,-2.7,3,NA,NA,NA,G070N13,11,1,-1,incongruent,70,0,3.2301717846100524
45,R,R,1,26.863,2.7,2,6.4,-1.96,-7.63,G070N13,11,-1,-1,congruent,70,0,3.290749875103919
46,L,R,1,31.909,-3.3,1,NA,NA,NA,G070N13,11,1,-1,incongruent,70,1,3.462888101660588
47,R,L,0,33.306,3.6,3,NA,NA,NA,G070N13,11,-1,1,incongruent,70,1,3.5057375609360792
48,R,R,0,30.112,3.3,1,8.6,1.41,-6.29,G070N13,11,-1,-1,congruent,70,1,3.404923763402969
49,L,L,1,25.909,-2.7,2,NA,NA,NA,G070N13,11,1,1,congruent,70,1,3.2545903986921942
0,L,R,0,4.632,-0.6,1,3.712,4.49,5.04,G070N13,11,1,-1,incongruent,70,0,1.532988740270694
1,L,L,1,15.511,-1.8,2,7.52,3.98,3.65,G070N13,11,1,1,congruent,70,1,2.741549449642614
2,L,R,0,14.629,-1.5,2,8.352,6.14,6.14,G070N13,11,1,-1,incongruent,70,0,2.683005859995949
3,L,R,0,15.981,-1.8,2,5.664,7.84,-0.524,G070N13,11,1,-1,incongruent,70,0,2.771400516602972
4,R,N,1,16.824,1.8,NA,7.328,-1.78,-4.39,G070N13,11,-1,0,neutral,70,0,2.8228064384003986
5,L,N,0,15.496,-1.8,NA,8.128,4.55,3.53,G070N13,11,1,0,neutral,70,0,2.740581926104695
6,R,R,0,17.668,1.8,2,8.16,-0.989,-2.17,G070N13,11,-1,-1,congruent,70,1,2.87175509373428
7,R,R,1,18.285,2.1,2,5.728,5.45,7.12,G070N13,11,-1,-1,congruent,70,0,2.9060810516013444
8,R,R,0,20.316,2.1,2,NA,NA,NA,G070N13,11,-1,-1,congruent,70,1,3.0114087529389986
9,L,N,1,5.825,-0.6,NA,4.464,0.841,0.656,G070N13,11,1,0,neutral,70,1,1.7621589994517644
10,R,L,1,19.535,2.1,2,NA,NA,NA,G070N13,11,-1,1,incongruent,70,0,2.972207728507034
11,R,L,1,25.398,2.7,2,7.152,-1.89,-8.2,G070N13,11,-1,1,incongruent,70,0,3.2346704307668417
12,R,L,0,21.354,2.4,2,8.432,-3.36,-5.75,G070N13,11,-1,1,incongruent,70,1,3.0612390757561108
13,L,L,1,21.089,-2.4,3,5.696,1.37,8.16,G070N13,11,1,1,congruent,70,1,3.0487515775296274
14,R,R,0,15.465,1.8,2,4.784,-2.71,-6.07,G070N13,11,-1,-1,congruent,70,1,2.738579406137033
15,L,L,1,18.097,-2.1,2,NA,NA,NA,G070N13,11,1,1,congruent,70,1,2.8957461786780643
16,L,L,0,14.832,-1.5,2,5.62,2.24,6.43,G070N13,11,1,1,congruent,70,0,2.6967870088234993
17,R,L,0,32.033,3.3,2,8.94,-1.62,-13.9,G070N13,11,-1,1,incongruent,70,1,3.466766621426733
18,R,N,0,16.918,1.8,NA,8.06,-3.69,-8.29,G070N13,11,-1,0,neutral,70,1,2.8283781438818227
19,R,L,0,24.073,2.4,2,8.44,-1.81,-10.7,G070N13,11,-1,1,incongruent,70,1,3.1810908805054425
20,R,R,0,16.152,1.8,2,3.72,-5.31,-5.14,G070N13,11,-1,-1,congruent,70,1,2.7820438810105363
21,R,L,1,19.723,2.1,2,4.18,-2.64,-8.2,G070N13,11,-1,1,incongruent,70,0,2.9817854674213664
22,R,R,0,13.238,1.5,3,NA,-2.22,-2.69,G070N13,11,-1,-1,congruent,70,1,2.583091481696731
23,L,L,1,17.23,-1.8,3,6.64,6.7,3.45,G070N13,11,1,1,congruent,70,1,2.8466520505398383
24,L,N,1,20.878,-2.1,NA,5.34,NA,9.15,G070N13,11,1,0,neutral,70,1,3.0386959729861065
25,L,R,0,28.198,-3,2,5.32,3.32,8.01,G070N13,11,1,-1,incongruent,70,0,3.3392510534431694
26,L,L,1,24.769,-2.7,2,7.68,-0.656,10.2,G070N13,11,1,1,congruent,70,1,3.2095928712692836
27,R,L,1,27.103,3,2,9.02,-3.92,-9.01,G070N13,11,-1,1,incongruent,70,0,3.299644422865751
28,L,R,0,27.494,-3,2,7.92,2.32,3.53,G070N13,11,1,-1,incongruent,70,0,3.3139677990492284
29,L,L,1,18.441,-2.1,2,NA,NA,NA,G070N13,11,1,1,congruent,70,1,2.914576446592982
30,R,R,0,30.971,3.3,2,9.016,-1.33,-1.3,G070N13,11,-1,-1,congruent,70,1,3.4330512827760606
31,L,L,1,26.019,-2.7,2,6.44,1.29,9.75,G070N13,11,1,1,congruent,70,1,3.2588270403704285
32,R,L,0,26.378,2.7,1,6.748,-1.04,-7.41,G070N13,11,-1,1,incongruent,70,1,3.272530329403693
33,R,N,0,13.973,1.5,NA,6.216,-2.43,-4.69,G070N13,11,-1,0,neutral,70,1,2.637126896098311
34,R,R,0,25.393,2.7,3,5.124,NA,-14.3,G070N13,11,-1,-1,congruent,70,1,3.234473545491255
35,R,R,0,24.027,2.4,3,6.832,-2.2,-14,G070N13,11,-1,-1,congruent,70,1,3.1791781980096547
36,L,L,1,20.066,-2.1,2,3.78,4.77,7.66,G070N13,11,1,1,congruent,70,1,2.999026840503421
37,L,R,0,26.408,-2.7,3,4.956,3.3,13.9,G070N13,11,1,-1,incongruent,70,0,3.273666994550892
38,L,L,1,27.886,-3,3,7.14,3.12,15.3,G070N13,11,1,1,congruent,70,1,3.3281247707728294
39,L,N,0,14.645,-1.5,NA,4.62,2.54,5.93,G070N13,11,1,0,neutral,70,0,2.6840989802796966
40,R,N,1,17.466,1.8,NA,7.196,-2.91,-7.43,G070N13,11,-1,0,neutral,70,0,2.860256133991541
41,R,R,0,24.143,2.7,3,NA,NA,NA,G070N13,11,-1,-1,congruent,70,1,3.183994483010017
42,R,L,0,28.854,3,3,6.944,-1.73,-9.89,G070N13,11,-1,1,incongruent,70,1,3.3622486315235807
43,R,N,0,14.082,1.5,NA,5.796,0.015,-1.12,G070N13,11,-1,0,neutral,70,1,2.6448973860969414
44,R,L,1,17.605,1.8,2,4.788,-3.54,-6.62,G070N13,11,-1,1,incongruent,70,0,2.868182952607016
45,L,R,0,22.683,-2.4,2,5.796,3.83,8.2,G070N13,11,1,-1,incongruent,70,0,3.1216157452442426
46,L,R,1,31.58,-3.3,2,NA,NA,NA,G070N13,11,1,-1,incongruent,70,1,3.452524008827496
47,L,N,1,26.425,-2.7,NA,9.212,3.06,10.9,G070N13,11,1,0,neutral,70,1,3.2743105317563015
48,L,R,1,26.238,-2.7,2,NA,NA,NA,G070N13,11,1,-1,incongruent,70,1,3.2672087416588385
49,L,R,0,30.283,-3.3,2,5.992,4.45,6.27,G070N13,11,1,-1,incongruent,70,0,3.410586498958841
0,R,N,0,11.138,1.2,NA,8.664,-4.3,-4.34,G072N13,12,-1,0,neutral,72,1,2.4103626851674766
1,R,R,0,10.544,1.2,1,8.736,-3.12,-4.23,G072N13,12,-1,-1,congruent,72,1,2.3555569777601515
2,R,R,0,10.887,1.2,1,4.32,-1.77,-2.54,G072N13,12,-1,-1,congruent,72,1,2.387569416899043
3,L,L,1,9.95,-1.2,1,7.32,3.91,4.19,G072N13,12,1,1,congruent,72,1,2.2975725511705014
4,L,R,0,20.88,-2.1,2,5.736,-0.302,-3.14,G072N13,12,1,-1,incongruent,72,0,3.038791763014438
5,R,L,0,11.638,1.2,2,NA,NA,NA,G072N13,12,-1,1,incongruent,72,1,2.454275606234478
6,R,N,0,9.497,1.2,NA,7.224,-0.819,0.519,G072N13,12,-1,0,neutral,72,1,2.2509759592608156
7,L,R,1,17.34,-1.8,2,6.432,0.863,4.09,G072N13,12,1,-1,incongruent,72,1,2.853015971352396
8,R,R,0,13.474,1.5,1,8.544,-1.05,-3.49,G072N13,12,-1,-1,congruent,72,1,2.6007619025384683
9,R,R,0,10.575,1.2,2,5.688,-4.32,-2.23,G072N13,12,-1,-1,congruent,72,1,2.3584927249323417
10,R,L,0,19.879,2.1,1,4.584,0.465,-5.29,G072N13,12,-1,1,incongruent,72,1,2.989663898152384
11,R,L,1,9.326,1.2,2,5.904,-5.08,-3.44,G072N13,12,-1,1,incongruent,72,0,2.2328061983861294
12,L,L,1,14.599,-1.5,2,6.768,3.2,4.81,G072N13,12,1,1,congruent,72,1,2.680953033217843
13,R,R,0,11.748,1.2,1,5.784,-1.74,-1.81,G072N13,12,-1,-1,congruent,72,1,2.4636830133363734
14,L,N,1,22.231,-2.4,NA,7.248,2.74,4.73,G072N13,12,1,0,neutral,72,1,3.1014877112198547
15,R,R,0,14.287,1.5,2,NA,NA,NA,G072N13,12,-1,-1,congruent,72,1,2.659350032883021
16,R,L,0,17.152,1.8,1,NA,NA,NA,G072N13,12,-1,1,incongruent,72,1,2.8421147848883916
17,L,R,1,16.746,-1.8,1,12.216,2.81,1.97,G072N13,12,1,-1,incongruent,72,1,2.81815942378224
18,R,L,0,11.372,1.2,1,NA,NA,NA,G072N13,12,-1,1,incongruent,72,1,2.4311541937887533
19,L,R,1,12.349,-1.5,1,6.336,2.01,1.65,G072N13,12,1,-1,incongruent,72,1,2.5135750881356853
20,R,R,0,12.614,1.5,2,8.496,-2.38,-3,G072N13,12,-1,-1,congruent,72,1,2.5348073082414597
21,L,N,1,14.614,-1.5,NA,8.232,2.65,2.41,G072N13,12,1,0,neutral,72,1,2.681979973369026
22,L,R,1,22.826,-2.4,3,10.584,-1.43,7.4,G072N13,12,1,-1,incongruent,72,1,3.127900237131408
23,L,N,1,14.911,-1.5,NA,7.128,-0.196,4.59,G072N13,12,1,0,neutral,72,1,2.7020991956087705
24,L,L,1,14.365,-1.5,2,5.88,2.65,2.97,G072N13,12,1,1,congruent,72,1,2.664794692431253
25,R,L,1,15.325,1.8,2,8.088,-1.65,-4.56,G072N13,12,-1,1,incongruent,72,0,2.729485481822275
26,L,L,0,13.552,-1.5,1,6.216,0.443,2,G072N13,12,1,1,congruent,72,0,2.6065341379096987
27,L,R,1,16.434,-1.8,1,8.712,3.97,2.41,G072N13,12,1,-1,incongruent,72,1,2.799352359508996
28,L,L,1,19.707,-2.1,2,8.496,5.08,6.67,G072N13,12,1,1,congruent,72,1,2.9809739025784454
29,L,L,1,18.348,-2.1,2,6.768,1.14,2.59,G072N13,12,1,1,congruent,72,1,2.9095205767349257
30,R,N,0,7.021,0.9,NA,8.52,0.076,-2.09,G072N13,12,-1,0,neutral,72,1,1.9489056580351118
31,R,L,1,15.183,1.8,1,8.304,-0.9,-1.61,G072N13,12,-1,1,incongruent,72,0,2.7201763809000505
32,L,L,1,16.511,-1.8,1,5.256,-4.27,4.3,G072N13,12,1,1,congruent,72,1,2.8040268254496956
33,L,R,1,20.394,-2.1,3,6.36,4.16,5.91,G072N13,12,1,-1,incongruent,72,1,3.015240739942034
34,R,L,0,10.091,1.2,1,6.816,-0.256,-2.26,G072N13,12,-1,1,incongruent,72,1,2.311643937482392
35,L,N,1,12.756,-1.5,NA,5.592,4.69,2.45,G072N13,12,1,0,neutral,72,1,2.5460017491478113
36,R,R,0,10.481,1.2,1,6.696,-1.26,-0.456,G072N13,12,-1,-1,congruent,72,1,2.3495640941880405
37,R,N,0,10.372,1.2,NA,6.672,-3.27,-4.96,G072N13,12,-1,0,neutral,72,1,2.339109867676418
38,L,L,0,12.02,-1.2,2,8.136,0.533,-0.016,G072N13,12,1,1,congruent,72,0,2.4865719291070616
39,R,N,1,4.896,0.6,NA,9.552,-1.76,-1.05,G072N13,12,-1,0,neutral,72,0,1.588418545210025
40,L,N,0,13.161,-1.5,NA,6.336,5.3,4.54,G072N13,12,1,0,neutral,72,0,2.5772579108521865
41,R,R,0,17.433,1.8,2,5.4,-4.46,-4.48,G072N13,12,-1,-1,congruent,72,1,2.8583649617610782
42,L,L,1,9.794,-1.2,1,6.384,3.54,2.15,G072N13,12,1,1,congruent,72,1,2.2817699532801257
43,L,R,0,14.614,-1.5,1,8.592,1.92,0.621,G072N13,12,1,-1,incongruent,72,0,2.681979973369026
44,R,L,1,21.933,2.4,2,10.296,-2.75,-6.18,G072N13,12,-1,1,incongruent,72,0,3.0879923519792887
45,L,R,0,15.748,-1.8,1,6.504,0.511,1.19,G072N13,12,1,-1,incongruent,72,0,2.756713373081491
